Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;posti_abitativi;posti_letto;MUNICIPIO;LONGIT;LATIT;Location
VA/3573;VIA PIRANESI GIOVANNI BATTISTA N. 43 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIA PIRANESI GIOVANNI BATTISTA;43;3263;1;2;4;9.23060730726;45.4608583075;45.4608583075, 9.23060730726
VA/3587;VIA CADORE N. 8 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIA CADORE;8;3077;3;10;4;9.21429519925525;45.4611202389675;45.4611202389675, 9.21429519925525
VA/3588;CORSO LODI N. 122 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;CORSO LODI;122;4068;1;4;4;9.22234785243;45.4406833939;45.4406833939, 9.22234785243
VA/3655;VIALE TESTI FULVIO N. 85 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIALE TESTI FULVIO;85;1441;1;3;9;9.20166493528;45.5089531021;45.5089531021, 9.20166493528
VA/3733;VIA PONTE SEVESO N. 39 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA PONTE SEVESO;39;1203;1;4;2;9.20544830964;45.4902966232;45.4902966232, 9.20544830964
VA/3772;VIA VILLORESI EUGENIO N. 4 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA VILLORESI EUGENIO;4;5145;1;2;6;9.16225342479;45.4486140388;45.4486140388, 9.16225342479
VA/3788;PIAZZA STEFANO (SANTO) N. 6 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;PIAZZA STEFANO (SANTO);6;354;1;4;1;9.19428682259;45.4622446259;45.4622446259, 9.19428682259
VA/3362;VIA TRIVULZIO ANTONIO TOLOMEO N. 20 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;VIA TRIVULZIO ANTONIO TOLOMEO;20;6277;1;3;7;9.14431260327;45.4654803848;45.4654803848, 9.14431260327
VA/3364;VIA TRANSITI (DEI) N. 21 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA TRANSITI (DEI);21;2284;1;4;2;9.21914415123;45.4908805582;45.4908805582, 9.21914415123
VA/3365;VIA CLITUMNO N. 23 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA CLITUMNO;23;2367;1;6;2;9.22740589453;45.4937686168;45.4937686168, 9.22740589453
VA/3366;VIA BRUZZESI GIACINTO N. 25 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA BRUZZESI GIACINTO;25;5388;1;6;6;9.14580984353;45.4509348746;45.4509348746, 9.14580984353
VA/3367;VIA SAVONA N. 110 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA SAVONA;110;5122;1;6;6;9.14958415443;45.4496442167;45.4496442167, 9.14958415443
VA/3368;VIA FINZI PROSPERO N. 6 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA FINZI PROSPERO;6;2341;1;3;2;9.22171116687;45.5049149123;45.5049149123, 9.22171116687
VA/3369;VIA TOLENTINO N. 5 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA TOLENTINO;5;7183;1;2;8;9.15994183699;45.4887219121;45.4887219121, 9.15994183699
VA/3370;VIA CELLINI BENVENUTO N. 3 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA CELLINI BENVENUTO;3;3081;1;4;4;9.20870843042;45.4627683229;45.4627683229, 9.20870843042
VA/3371;VIA MORTARA N. 17 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA MORTARA;17;5115;1;6;6;9.17234073583;45.4536128382;45.4536128382, 9.17234073583
VA/3372;VIA MILAZZO N. 4 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA MILAZZO;4;1034;1;4;1;9.18758397947;45.4789824608;45.4789824608, 9.18758397947
VA/3436;VIA EGADI N. 10 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;VIA EGADI;10;6235;1;4;7;9.15802812666;45.4599403846;45.4599403846, 9.15802812666
VA/3437;VIA KRAMER ANTONIO N. 19 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA KRAMER ANTONIO;19;3180;1;2;3;9.20846197997467;45.4701390752082;45.4701390752082, 9.20846197997467
VA/3440;VIA MURATORI LODOVICO N. 5 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIA MURATORI LODOVICO;5;4076;1;2;4;9.2040856584;45.4521330484;45.4521330484, 9.2040856584
VA/3454;VIA ANDEGARI N. 18 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA ANDEGARI;18;120;1;4;1;9.19142919133;45.4691468758;45.4691468758, 9.19142919133
VA/3455;VIA BORGOSPESSO N. 27 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA BORGOSPESSO;27;229;1;3;1;9.19546976983;45.4712468644;45.4712468644, 9.19546976983
VA/3527;VIA SETTEMBRINI LUIGI N. 33 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA SETTEMBRINI LUIGI;33;2127;1;2;2;9.20736502834;45.4832312395;45.4832312395, 9.20736502834
VA/3529;VIA MASOTTO UMBERTO N. 4 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIA MASOTTO UMBERTO;4;3283;1;4;4;9.23074050152;45.466861608;45.466861608, 9.23074050152
VA/3530;VIALE TIBALDI N. 74 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIALE TIBALDI;74;5234;1;4;5;9.18710738342;45.4453623964;45.4453623964, 9.18710738342
VA/3531;VIA SFORZA FRANCESCO N. 1 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA SFORZA FRANCESCO;1;330;1;4;1;9.19877508182;45.4630435396;45.4630435396, 9.19877508182
VA/3532;VIA PONTE VETERO N. 11 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA PONTE VETERO;11;718;1;4;1;9.18495785199;45.4697310273;45.4697310273, 9.18495785199
VA/3534;VIA SANGALLO N. 28 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA SANGALLO;28;3208;1;2;3;9.22920422905;45.4712311852;45.4712311852, 9.22920422905
VA/3535;VIA INGANNI ANGELO N. 103;ATTIVITA RICETTIVE - Case vacanza;VIA INGANNI ANGELO;103;6672;1;4;6;9.12213628715;45.457233717;45.457233717, 9.12213628715
VA/3536;VIA PONTE SEVESO N. 33 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA PONTE SEVESO;33;1203;1;2;2;9.20505282428;45.4898828911;45.4898828911, 9.20505282428
VA/3537;VIA SANNIO N. 24 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIA SANNIO;24;4166;1;4;4;9.21338433251;45.4464885486;45.4464885486, 9.21338433251
VA/3558;VIA SETTALA LODOVICO N. 3 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA SETTALA LODOVICO;3;2111;1;4;3;9.20301367862;45.4771914754;45.4771914754, 9.20301367862
VA/3559;CORSO GOTTARDO (SAN) N. 12 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;CORSO GOTTARDO (SAN);12;5203;1;4;5;9.17983507136;45.4506145669;45.4506145669, 9.17983507136
VA/3665;VIA GALLINA GIACINTO N. 10 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA GALLINA GIACINTO;10;3105;1;2;3;9.22263817309;45.4702857382;45.4702857382, 9.22263817309
VA/3666;VIA MELZI D'ERIL FRANCESCO N. 29 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA MELZI D'ERIL FRANCESCO;29;7118;1;2;1;9.17052460823;45.4782003842;45.4782003842, 9.17052460823
VA/3697;CORSO PORTA NUOVA (DI) N. 14 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;CORSO PORTA NUOVA (DI);14;1044;1;2;1;9.19193563343;45.4742053478;45.4742053478, 9.19193563343
VA/3700;VIA VOLTA ALESSANDRO N. 21 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA VOLTA ALESSANDRO;21;1018;1;2;1;9.18278648574;45.4806008219;45.4806008219, 9.18278648574
VA/3701;VIA AUSONIO N. 18 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA AUSONIO;18;5093;1;2;1;9.17253657399678;45.4585801889387;45.4585801889387, 9.17253657399678
VA/3703;VIA BARTOLOMEO FRA' N. 15 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA BARTOLOMEO FRA';15;6118;1;2;6;9.1523865129;45.4570488297;45.4570488297, 9.1523865129
VA/3704;VIA IMBRIANI (DEGLI) N. 37 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIA IMBRIANI (DEGLI);37;1266;1;2;9;9.16775942943557;45.5001979236573;45.5001979236573, 9.16775942943557
VA/3705;VIA PIACENZA N. 4 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA PIACENZA;4;4064;1;2;5;9.20346566415;45.4487505789;45.4487505789, 9.20346566415
VA/3706;VIA STRADELLA ALESSANDRO N. 1 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA STRADELLA ALESSANDRO;1;2170;1;2;3;9.21523779766;45.4783157426;45.4783157426, 9.21523779766
VA/3718;PIAZZA MARIA BELTRADE (SANTA) N. 1 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;PIAZZA MARIA BELTRADE (SANTA);1;514;1;2;1;9.18650926498;45.4627341212;45.4627341212, 9.18650926498
VA/3719;VIA RICASOLI BETTINO N. 2 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA RICASOLI BETTINO;2;708;1;2;1;9.17977667412;45.4682156982;45.4682156982, 9.17977667412
VA/3720;VIA PIERO DELLA FRANCESCA N. 74 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA PIERO DELLA FRANCESCA;74;7188;1;2;8;9.1594078209852;45.4867679292808;45.4867679292808, 9.1594078209852
VA/3722;VIA BIXIO NINO N. 10 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA BIXIO NINO;10;3133;1;2;3;9.20815555093;45.4720692396;45.4720692396, 9.20815555093
VA/3724;VIA ABBA GIUSEPPE CESARE N. 7 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIA ABBA GIUSEPPE CESARE;7;1295;1;2;9;9.18054355197;45.5025754834;45.5025754834, 9.18054355197
VA/3727;VIA LEPONTINA N. 11 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIA LEPONTINA;11;1147;1;3;9;9.18407040209;45.4934182827;45.4934182827, 9.18407040209
VA/3732;VIA MARCO (SAN) N. 36 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA MARCO (SAN);36;1036;1;3;1;9.18902657595;45.4780069121;45.4780069121, 9.18902657595
VA/3778;VIA BARI N. 4 Int. 64 Scala b (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA BARI;4;5218;1;2;6;9.1507548633;45.4393790537;45.4393790537, 9.1507548633
VA/3842;VIA PASSERONI GIAN CARLO N. 2 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA PASSERONI GIAN CARLO;2;4065;1;2;5;9.20523995671;45.4498376455;45.4498376455, 9.20523995671
VA/3441;VIA LANFRANCO DELLA PILA N. 61 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIA LANFRANCO DELLA PILA;61;1597;1;4;9;9.20261311487;45.5174110625;45.5174110625, 9.20261311487
VA/3443;VIA FARINI CARLO N. 38 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIA FARINI CARLO;38;1114;1;4;9;9.18351571854;45.4899931018;45.4899931018, 9.18351571854
VA/3667;VIALE CAMPANIA N. 39 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIALE CAMPANIA;39;3100;1;2;4;9.22348171182;45.4663658879;45.4663658879, 9.22348171182
VA/3789;VIA MASACCIO N. 18 Scala b (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA MASACCIO;18;6420;1;4;8;9.14591425195;45.4794975974;45.4794975974, 9.14591425195
VA/3790;VIA BORSIERI PIETRO N. 29 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIA BORSIERI PIETRO;29;1128;1;4;9;9.18878210527;45.4886016959;45.4886016959, 9.18878210527
VA/3794;RIPA PORTA TICINESE (DI) N. 21 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;RIPA PORTA TICINESE (DI);21;5150;1;4;6;9.17542773531;45.4517146253;45.4517146253, 9.17542773531
VA/3795;VIA TORRIANI NAPO N. 1 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA TORRIANI NAPO;1;2126;1;4;2;9.20368998258;45.4802283653;45.4802283653, 9.20368998258
VA/3796;VIA OLONA N. 17 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA OLONA;17;5090;1;4;1;9.17189459769;45.46028269;45.46028269, 9.17189459769
VA/3797;VIA ALLEGRANZA GIUSEPPE N. 4 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;VIA ALLEGRANZA GIUSEPPE;4;6107;1;3;7;9.15964209448;45.4588594878;45.4588594878, 9.15964209448
VA/3938;PIAZZA TIRANA N. 18 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;PIAZZA TIRANA;18;5378;1;2;6;9.12885114309;45.4434902406;45.4434902406, 9.12885114309
VA/3939;VIA DE CASTILLIA GAETANO N. 22 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIA DE CASTILLIA GAETANO;22;1123;1;2;9;9.19186344442;45.485654785;45.485654785, 9.19186344442
VA/3940;VIA PILO ROSOLINO N. 10 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA PILO ROSOLINO;10;2189;1;4;3;9.21200082894;45.4736359421;45.4736359421, 9.21200082894
VA/3186;VIALE TIBALDI N. 70 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIALE TIBALDI;70;5234;1;4;5;9.1864019072;45.4451489255;45.4451489255, 9.1864019072
VA/3242;VIA VELA VINCENZO N. 17 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA VELA VINCENZO;17;2212;1;2;3;9.21885950496;45.4782726627;45.4782726627, 9.21885950496
VA/3266;VIA EBRO N. 9 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA EBRO;9;4228;1;2;5;9.19869490264;45.43955963;45.43955963, 9.19869490264
VA/3276;CORSO MONFORTE N. 36 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;CORSO MONFORTE;36;348;1;4;1;9.2032046257;45.4669952366;45.4669952366, 9.2032046257
VA/3278;VIA TIRABOSCHI GEROLAMO N. 2 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIA TIRABOSCHI GEROLAMO;2;4072;1;3;4;9.20863848481;45.4519599679;45.4519599679, 9.20863848481
VA/3279;VIA SAVONA N. 2A (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA SAVONA;2A;5122;1;2;6;9.16958097501;45.4560496171;45.4560496171, 9.16958097501
VA/3280;VIA PASTEUR LUIGI N. 21 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA PASTEUR LUIGI;21;2283;1;4;2;9.2188210826;45.4899945487;45.4899945487, 9.2188210826
VA/3283;VIA CARDUCCI GIOSUE' N. 2 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA CARDUCCI GIOSUE';2;602;1;4;1;9.17635017787;45.4672944961;45.4672944961, 9.17635017787
VA/3284;VIA NOVARA N. 92/6 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;VIA NOVARA;92/6;6624;1;2;7;9.11994687998;45.4730581777;45.4730581777, 9.11994687998
VA/3297;VIA CESANA BRUNO N. 10 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA CESANA BRUNO;10;2374;1;4;2;9.23484267988;45.4976854718;45.4976854718, 9.23484267988
VA/3312;VIA PESTALOZZI GIOVANNI ENRICO N. 21P02 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA PESTALOZZI GIOVANNI ENRICO;21P02;5294;1;2;6;9.1552871901;45.4450932126;45.4450932126, 9.1552871901
VA/3434;VIA ORTI N. 16 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA ORTI;16;4031;1;4;1;9.20150362177;45.4551159105;45.4551159105, 9.20150362177
VA/3456;VIA BRIOSCHI FRANCESCO N. 90 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA BRIOSCHI FRANCESCO;90;5243;1;4;5;9.18175451784;45.438854134;45.438854134, 9.18175451784
VA/3548;VIA FRISI PAOLO N. 10 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA FRISI PAOLO;10;2190;1;3;3;9.20981231438;45.4746899243;45.4746899243, 9.20981231438
VA/3549;CORSO LODI N. 65 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;CORSO LODI;65;4068;1;3;4;9.21550855836;45.4444453002;45.4444453002, 9.21550855836
VA/3650;VIA MARCO AURELIO N. 8 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA MARCO AURELIO;8;2298;1;9;2;9.22136246927593;45.4911733928348;45.4911733928348, 9.22136246927593
VA/3652;VIALE MICHELE DEL CARSO (SAN) N. 20 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;VIALE MICHELE DEL CARSO (SAN);20;6212;1;6;7;9.16383825721;45.4632691901;45.4632691901, 9.16383825721
VA/3653;VIA COSENZ ENRICO N. 54;ATTIVITA RICETTIVE - Case vacanza;VIA COSENZ ENRICO;54;1464;1;5;9;9.16231944828;45.507006981;45.507006981, 9.16231944828
VA/3653;VIA COSENZ ENRICO N. 54;ATTIVITA RICETTIVE - Case vacanza;VIA COSENZ ENRICO;54;1464;1;5;9;9.16237967853;45.507490119;45.507490119, 9.16237967853
VA/3654;VIA PIERO DELLA FRANCESCA N. 23 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA PIERO DELLA FRANCESCA;23;7188;1;4;8;9.16513369003;45.4831040961;45.4831040961, 9.16513369003
VA/3659;VIA ROGGIA SCAGNA N. 7 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA ROGGIA SCAGNA;7;2299;1;4;2;9.22053619962;45.4941577707;45.4941577707, 9.22053619962
VA/3662;VIA SOFOCLE N. 4 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA SOFOCLE;4;6377;1;4;8;9.15848525785;45.4740009632;45.4740009632, 9.15848525785
VA/3664;VIA BREDA ERNESTO N. 44 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA BREDA ERNESTO;44;2342;1;3;2;9.21471744703;45.5108501732;45.5108501732, 9.21471744703
VA/3675;VIA DE AMICIS EDMONDO N. 28 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA DE AMICIS EDMONDO;28;574;1;2;1;9.17731185627;45.4592841856;45.4592841856, 9.17731185627
VA/3708;VIA PETRELLA ERRICO N. 19 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA PETRELLA ERRICO;19;2137;1;4;3;9.20940904971;45.4838972458;45.4838972458, 9.20940904971
VA/3711;VIA JAN GIORGIO N. 14 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA JAN GIORGIO;14;2154;1;2;3;9.21148228957;45.4785240234;45.4785240234, 9.21148228957
VA/3712;VIA FIORI CHIARI N. 26 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA FIORI CHIARI;26;135;1;3;1;9.18540366233;45.4720104859;45.4720104859, 9.18540366233
VA/3713;VIA BRENO N. 1 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIA BRENO;1;4149;1;4;4;9.21495091219;45.4422639506;45.4422639506, 9.21495091219
VA/3715;VIALE PISA N. 5 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;VIALE PISA;5;6615;1;3;7;9.13716162229;45.4639278405;45.4639278405, 9.13716162229
VA/3716;VIA NEERA ANNA N. 48 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA NEERA ANNA;48;5326;1;10;5;9.18176861159;45.4330318905;45.4330318905, 9.18176861159
VA/3848;VIA MONTE CRISTALLO N. 1;ATTIVITA RICETTIVE - Case vacanza;VIA MONTE CRISTALLO;1;1251;1;2;9;9.19132519076;45.4934504585;45.4934504585, 9.19132519076
VA/3849;VIA MACCHI MAURO N. 67 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA MACCHI MAURO;67;2133;1;4;2;9.20988334466;45.487036509;45.487036509, 9.20988334466
VA/3850;VIA BERETTA ANTONIO N. 2 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA BERETTA ANTONIO;2;702;1;4;1;9.18087423679;45.4725992664;45.4725992664, 9.18087423679
VA/3852;VIA COTTOLENGO SAN GIUSEPPE N. 37 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA COTTOLENGO SAN GIUSEPPE;37;5375;1;2;6;9.14534486218;45.4407217169;45.4407217169, 9.14534486218
VA/3863;VIA PORTA CARLO N. 3 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA PORTA CARLO;3;1051;4;12;1;9.1943807915;45.4739339385;45.4739339385, 9.1943807915
VA/3865;VIA GALLURA N. 5 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA GALLURA;5;4256;1;4;5;9.19973365873;45.4374427292;45.4374427292, 9.19973365873
VA/3866;VIA RUGGERO DI LAURIA N. 15 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA RUGGERO DI LAURIA;15;7163;1;3;8;9.15602816621;45.4868136315;45.4868136315, 9.15602816621
VA/3867;VIALE LIBERAZIONE (DELLA) N. 15 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIALE LIBERAZIONE (DELLA);15;1008;1;4;9;9.1938885012;45.48244771;45.48244771, 9.1938885012
VA/3868;VIA LASSALLE FERDINANDO N. 6 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA LASSALLE FERDINANDO;6;5433;1;1;5;9.18225574056;45.4310793278;45.4310793278, 9.18225574056
VA/3871;VIA FABBRI (DEI) N. 26 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA FABBRI (DEI);26;593;1;4;1;9.17823570385;45.4589425798;45.4589425798, 9.17823570385
VA/3874;VIA GOLA EMILIO N. 4 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA GOLA EMILIO;4;5154;1;2;6;9.17656566997;45.4489904203;45.4489904203, 9.17656566997
VA/3875;VIA LAGHETTO N. 3 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA LAGHETTO;3;326;1;6;1;9.1955068533412;45.4616850359571;45.4616850359571, 9.1955068533412
VA/3876;VIA BRAMANTE N. 36 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA BRAMANTE;36;7123;1;3;8;9.17866770399;45.4824808357;45.4824808357, 9.17866770399
VA/3877;VIA VISCONTI BERNABO' N. 18 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;VIA VISCONTI BERNABO';18;6312;1;4;7;9.11416573343;45.4738696921;45.4738696921, 9.11416573343
VA/3878;VIALE MONTELLO N. 10 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIALE MONTELLO;10;7126;1;7;1;9.18104177592;45.480499394;45.480499394, 9.18104177592
VA/3879;VIA TORTONA N. 14A (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA TORTONA;14A;5124;1;4;6;9.16837934699;45.4536805225;45.4536805225, 9.16837934699
VA/3925;VIA COSENZ ENRICO N. 11 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIA COSENZ ENRICO;11;1464;1;3;9;9.16702914898;45.507667841;45.507667841, 9.16702914898
VA/3928;VIA FERMO (SAN) N. 1 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA FERMO (SAN);1;1042;1;4;1;9.18944685563;45.4758541344;45.4758541344, 9.18944685563
VA/3236;VIA MONTE BIANCO N. 44 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA MONTE BIANCO;44;6392;1;3;8;9.14709397671;45.4775992552;45.4775992552, 9.14709397671
VA/3373;VIA MARTIRI TRIESTINI N. 3 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;VIA MARTIRI TRIESTINI;3;6509;1;4;7;9.14295097891;45.4747793346;45.4747793346, 9.14295097891
VA/3424;VIA VOLVINIO N. 37 Int. 34 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA VOLVINIO;37;5333;2;3;5;9.18382608385;45.4345754026;45.4345754026, 9.18382608385
VA/3425;PIAZZA WAGNER RICCARDO N. 15 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;PIAZZA WAGNER RICCARDO;15;6247;1;4;7;9.15570576979;45.4678772986;45.4678772986, 9.15570576979
VA/3435;VIA MORA GIAN GIACOMO N. 9 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA MORA GIAN GIACOMO;9;594;1;4;1;9.1796258681;45.4588204675;45.4588204675, 9.1796258681
VA/3649;VIA FERRARI GAUDENZIO N. 3 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA FERRARI GAUDENZIO;3;5167;1;3;1;9.17546321002;45.4558886854;45.4558886854, 9.17546321002
VA/3802;VIA VERRO BERNARDINO N. 46 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA VERRO BERNARDINO;46;4223;1;2;5;9.192727442;45.437990778;45.437990778, 9.192727442
VA/3803;VIA VERRO BERNARDINO N. 46 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA VERRO BERNARDINO;46;4223;1;2;5;9.192727442;45.437990778;45.437990778, 9.192727442
VA/3804;VIA VERRO BERNARDINO N. 46 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA VERRO BERNARDINO;46;4223;1;2;5;9.192727442;45.437990778;45.437990778, 9.192727442
VA/3805;VIA VERRO BERNARDINO N. 46 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA VERRO BERNARDINO;46;4223;1;2;5;9.192727442;45.437990778;45.437990778, 9.192727442
VA/3808;VIA VERRO BERNARDINO N. 46 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA VERRO BERNARDINO;46;4223;1;2;5;9.192727442;45.437990778;45.437990778, 9.192727442
VA/3809;VIA COLONNA VITTORIA N. 48;ATTIVITA RICETTIVE - Case vacanza;VIA COLONNA VITTORIA;48;6284;1;2;7;9.14863671767;45.4673693599;45.4673693599, 9.14863671767
VA/3811;VIA VERRO BERNARDINO N. 46 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA VERRO BERNARDINO;46;4223;1;2;5;9.192727442;45.437990778;45.437990778, 9.192727442
VA/3812;VIA VERRO BERNARDINO N. 46 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA VERRO BERNARDINO;46;4223;1;2;5;9.192727442;45.437990778;45.437990778, 9.192727442
VA/3828;PIAZZALE SEGRINO N. 6 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;PIAZZALE SEGRINO;6;1148;1;2;9;9.18957387818;45.490565799;45.490565799, 9.18957387818
VA/3851;VIA TORINO N. 34 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA TORINO;34;543;1;6;1;9.18584910114;45.4620742439;45.4620742439, 9.18584910114
VA/3270;VIALE TEODORICO N. 4 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIALE TEODORICO;4;7160;1;4;8;9.15489340025;45.4871595187;45.4871595187, 9.15489340025
VA/3271;VIA URBANO III N. 3 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA URBANO III;3;588;1;9;1;9.18164620954;45.4591177201;45.4591177201, 9.18164620954
