Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;posti_abitativi;posti_letto;MUNICIPIO;LONGIT;LATIT;Location
VA/2866;VIA POMEZIA N. 4 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA POMEZIA;4;2270;1;5;2;9.2153067966;45.4892296767;45.4892296767, 9.2153067966
VA/2900;VIA FLUMENDOSA N. 30 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA FLUMENDOSA;30;2522;1;4;2;9.24657949828;45.5052733942;45.5052733942, 9.24657949828
VA/2901;VIA SEBASTIANO DEL PIOMBO N. 23 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA SEBASTIANO DEL PIOMBO;23;6397;1;2;8;9.14772348846;45.4779676511;45.4779676511, 9.14772348846
VA/2902;VIA DE CASTILLIA GAETANO N. 20 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIA DE CASTILLIA GAETANO;20;1123;1;4;9;9.19143841551;45.4855955566;45.4855955566, 9.19143841551
VA/2903;VIA VIGANO' FRANCESCO N. 8 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIA VIGANO' FRANCESCO;8;1121;1;4;9;9.18972918516;45.4825789336;45.4825789336, 9.18972918516
VA/2904;VIA EUSTACHI BARTOLOMEO N. 8 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA EUSTACHI BARTOLOMEO;8;2165;1;4;3;9.2149412064;45.4742092426;45.4742092426, 9.2149412064
VA/2905;VIA CADUTI IN MISSIONE DI PACE N. 19 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA CADUTI IN MISSIONE DI PACE;19;2708;1;3;3;9.25025726283;45.4792361408;45.4792361408, 9.25025726283
VA/2906;VIA BAZZINI ANTONIO N. 32 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA BAZZINI ANTONIO;32;2427;1;2;3;9.22521559315;45.4839370483;45.4839370483, 9.22521559315
VA/2907;VIA FORTEZZA N. 21A (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA FORTEZZA;21A;2449;1;4;2;9.22314262163;45.5196406282;45.5196406282, 9.22314262163
VA/2908;VIA TORINO N. 18 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA TORINO;18;543;1;8;1;9.18723705599;45.4630288682;45.4630288682, 9.18723705599
VA/2909;VIA SAVONA N. 7 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA SAVONA;7;5122;1;4;6;9.16886665984;45.4555244432;45.4555244432, 9.16886665984
VA/2910;PIAZZA ROSARIO (DEL) N. 1 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;PIAZZA ROSARIO (DEL);1;5088;1;5;6;9.16341621343;45.4551660334;45.4551660334, 9.16341621343
VA/2916;VIA CADAMOSTO ALVISE N. 6 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA CADAMOSTO ALVISE;6;2152;1;6;3;9.20937445944;45.476511607;45.476511607, 9.20937445944
VA/2918;VIA TORTONA N. 28 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA TORTONA;28;5124;1;2;6;9.16625207605;45.4528953791;45.4528953791, 9.16625207605
VA/2928;RIPA PORTA TICINESE (DI) N. 97B (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;RIPA PORTA TICINESE (DI);97B;5150;1;4;6;9.16332828074;45.448882575;45.448882575, 9.16332828074
VA/2946;VIALE SARCA N. 89 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIALE SARCA;89;1427;1;4;9;9.20510265285;45.5099889629;45.5099889629, 9.20510265285
VA/2953;VIA GIOIA MELCHIORRE N. 194 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA GIOIA MELCHIORRE;194;1108;1;4;2;9.20847861566;45.4976205042;45.4976205042, 9.20847861566
VA/1516;VIA GAFFURIO FRANCHINO N. 1 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA GAFFURIO FRANCHINO;1;2138;1;2;3;9.20999160097;45.4839590107;45.4839590107, 9.20999160097
VA/1519;PIAZZALE ACCURSIO FRANCESCO N. 4 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;PIAZZALE ACCURSIO FRANCESCO;4;7386;1;4;8;9.14742584382;45.4927382125;45.4927382125, 9.14742584382
VA/1520;CORSO SEMPIONE N. 76 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;CORSO SEMPIONE;76;7137;1;9;8;9.16086051052;45.485055188;45.485055188, 9.16086051052
VA/1522;VIA CORREGGIO N. 12 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;VIA CORREGGIO;12;6287;1;2;7;9.1513633638;45.4705288607;45.4705288607, 9.1513633638
VA/1525;VIALE MONZA N. 102 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIALE MONZA;102;2274;1;2;2;9.22082292585;45.4991594323;45.4991594323, 9.22082292585
VA/1964;VIA VIGNOLA N. 14 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA VIGNOLA;14;4054;1;4;5;9.19480498197;45.4493263686;45.4493263686, 9.19480498197
VA/1965;CORSO LODI N. 31 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;CORSO LODI;31;4068;1;4;4;9.20814415632;45.4488884238;45.4488884238, 9.20814415632
VA/1966;VIA CHERUBINI FRANCESCO N. 8 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;VIA CHERUBINI FRANCESCO;8;6192;1;4;7;9.15987684359;45.4672645183;45.4672645183, 9.15987684359
VA/1968;VIALE RIMEMBRANZE DI GRECO (DELLE) N. 40 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIALE RIMEMBRANZE DI GRECO (DELLE);40;1412;1;4;2;9.21207750431;45.4996909902;45.4996909902, 9.21207750431
VA/1969;VIA MASCAGNI PIETRO N. 7 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA MASCAGNI PIETRO;7;3155;1;6;1;9.20212136009;45.4661884305;45.4661884305, 9.20212136009
VA/1970;VIA BERTACCHI GIOVANNI N. 2 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA BERTACCHI GIOVANNI;2;5206;1;4;5;9.18029036427;45.4495530947;45.4495530947, 9.18029036427
VA/1971;VIA MOSCOVA (DELLA) N. 66 (z.d. 1)VIA MOSCOVA (DELLA) N. 66 (z.d. 1) della moscova 66;ATTIVITA RICETTIVE - Case vacanza;;;;2;8;;;;
VA/1975;VIA WASHINGTON GIORGIO N. 81 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA WASHINGTON GIORGIO;81;6111;1;4;6;9.15495306489;45.4575465595;45.4575465595, 9.15495306489
VA/1996;VIA MAGOLFA N. 1 (z.d. 6)VIA MAGOLFA N. 1 (z.d. 6)VIA MAGOLFA N. 3 (z.d. 6)VIA MAGOLFA N. 3 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;;;;4;10;;;;
VA/1997;CORSO PORTA NUOVA (DI) N. 52 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;CORSO PORTA NUOVA (DI);52;1044;1;2;1;9.19249545456;45.4790558808;45.4790558808, 9.19249545456
VA/1998;VIA PALAZZI LAZZARO N. 6 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA PALAZZI LAZZARO;6;2171;1;4;3;9.20574227768;45.4765264528;45.4765264528, 9.20574227768
VA/1999;VIA GIOVANNI DA PROCIDA N. 10 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA GIOVANNI DA PROCIDA;10;7151;1;4;8;9.16204660987;45.4800139876;45.4800139876, 9.16204660987
VA/723;Via CONFALONIERI FEDERICO N. 5 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;Via CONFALONIERI FEDERICO;5;1125;1;2;9;9.19008451777;45.4865651874;45.4865651874, 9.19008451777
VA/771;Via MAROCHETTI CARLO N. 19 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;Via MAROCHETTI CARLO;19;4185;1;3;4;9.22697830599;45.438867129;45.438867129, 9.22697830599
VA/784;Via APORTI FERRANTE N. 16 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;Via APORTI FERRANTE;16;2261;1;2;2;9.20923985927;45.4886150953;45.4886150953, 9.20923985927
VA/785;Viale MISURATA N. 19 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;Viale MISURATA;19;6123;2;4;6;9.15166794436;45.4573750383;45.4573750383, 9.15166794436
VA/789;Corso MAGENTA N. 66 (z.d. 1) magenta 66;ATTIVITA RICETTIVE - Case vacanza;;;;1;6;;;;
VA/790;Via CONCA DEL NAVIGLIO N. 37 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;Via CONCA DEL NAVIGLIO;37;5180;1;3;1;9.17819218632;45.4552961699;45.4552961699, 9.17819218632
VA/792;Corso BUENOS AIRES N. 2 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;Corso BUENOS AIRES;2;2129;1;3;3;9.20595185227;45.4749620453;45.4749620453, 9.20595185227
VA/795;Via TORINO N. 73 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;Via TORINO;73;543;1;3;1;9.18214802752;45.4604961208;45.4604961208, 9.18214802752
VA/797;VIA MERANO N. 17 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA MERANO;17;658;1;6;;;;
VA/801;Via METASTASIO PIETRO N. 3 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;Via METASTASIO PIETRO;3;6157;16;22;1;9.17375194005;45.4682389156;45.4682389156, 9.17375194005
VA/802;Via VALASSINA N. 42 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;Via VALASSINA;42;1314;1;2;9;9.18857677197;45.5016798577;45.5016798577, 9.18857677197
VA/803;Via CALOCERO (SAN) N. 29 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;Via CALOCERO (SAN);29;5100;1;3;1;9.17192657120647;45.4576930382234;45.4576930382234, 9.17192657120647
VA/805;VIA GIOIA MELCHIORRE N. 32 (z.d. 9)VIA SARPI FRA' PAOLO N. 8 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;;;;2;13;;;;
VA/828;Via TERRUGGIA GIOVANNI N. 30 (z.d. 9)Via MAFFI ANTONIO N. 4 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;;;;3;13;;;;
VA/829;Viale GIOVANNI DA CERMENATE N. 35 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;Viale GIOVANNI DA CERMENATE;35;5261;1;2;5;9.17951000871;45.4380222293;45.4380222293, 9.17951000871
VA/831;VIA SCIESA AMATORE N. 1 (z.d. 4)VIA EMILIANI SAN GEROLAMO N. 1 (z.d. 4)VIA VIGEVANO N. 13CORSO VENEZIA N. 6VIA SAVONA N. 14VIA PERGOLESI GIOVANNI BATTISTA N. 23 (z.d. 2)VIA PORLEZZA N. 2 (z.d. 1)VIA PRINCIPE EUGENIO N. 22 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;;;;11;38;;;;
VA/600;VIA ROMEO NICOLA N. 5 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA ROMEO NICOLA;5;5479;2;3;5;9.17942561865;45.4190338681;45.4190338681, 9.17942561865
VA/602;VIA CAVALLOTTI FELICE N. 13 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA CAVALLOTTI FELICE;13;312;9;14;1;9.19674654419;45.4638419524;45.4638419524, 9.19674654419
VA/603;Via CESARE DA SESTO N. 23 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;Via CESARE DA SESTO;23;5101;1;2;1;9.17087482906171;45.4588370601753;45.4588370601753, 9.17087482906171
VA/605;VIALE BEATRICE D'ESTE N. 3A (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIALE BEATRICE D'ESTE;3A;4048;3;2;1;9.18802680258;45.452309028;45.452309028, 9.18802680258
VA/1527;VIA MENOTTI CIRO N. 2A (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA MENOTTI CIRO;2A;3184;1;6;3;9.213432579;45.468493868;45.468493868, 9.213432579
VA/1529;VIA CENISIO N. 57 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA CENISIO;57;7184;1;2;8;9.16276489773;45.4875498535;45.4875498535, 9.16276489773
VA/1530;PIAZZA TRICOLORE (DEL) N. 2 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;PIAZZA TRICOLORE (DEL);2;3047;1;1;1;9.20630017282;45.4675571381;45.4675571381, 9.20630017282
VA/1533;VIA TRAIANO MARCO ULPIO N. 35F (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA TRAIANO MARCO ULPIO;35F;7157;1;3;8;9.15040131015;45.4859834527;45.4859834527, 9.15040131015
VA/1534;PIAZZALE LORETO N. 5 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;PIAZZALE LORETO;5;2264;1;2;2;9.21605461711285;45.4864123789992;45.4864123789992, 9.21605461711285
VA/1537;VIA BONNET NINO N. 11A (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIA BONNET NINO;11A;1109;1;4;9;9.18495519619986;45.4827327971947;45.4827327971947, 9.18495519619986
VA/1538;VIA LANZONE N. 39 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA LANZONE;39;554;1;4;1;9.17549653724;45.4608758835;45.4608758835, 9.17549653724
VA/1539;VIA PALMANOVA N. 127 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA PALMANOVA;127;2390;1;4;2;9.24261611377;45.501580467;45.501580467, 9.24261611377
VA/1540;VIALE CONI ZUGNA N. 52 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIALE CONI ZUGNA;52;5110;1;4;6;9.1698748828;45.4566955182;45.4566955182, 9.1698748828
VA/1541;VIA ALESSI GALEAZZO N. 6 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA ALESSI GALEAZZO;6;5169;1;5;1;9.1761135926;45.4557669378;45.4557669378, 9.1761135926
VA/1542;CARPACCIO N. 5 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;CARPACCIO;5;2210;1;4;3;9.22248243085;45.4791365684;45.4791365684, 9.22248243085
VA/1543;VIA CIOVASSO N. 3 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA CIOVASSO;3;127;1;4;1;9.18679527536;45.4693975535;45.4693975535, 9.18679527536
VA/1544;VIA FORTEZZA N. 21A (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA FORTEZZA;21A;2449;1;2;2;9.22314262163;45.5196406282;45.5196406282, 9.22314262163
VA/1546;VIA SOLARI ANDREA N. 9 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA SOLARI ANDREA;9;5111;1;3;6;9.16712542618;45.4564537538;45.4564537538, 9.16712542618
VA/1547;VIA SALIS ULISSE N. 28 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIA SALIS ULISSE;28;1512;1;4;9;9.17475130472;45.5138367155;45.5138367155, 9.17475130472
VA/1548;VIALE ZARA N. 23 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIALE ZARA;23;1170;1;2;9;9.19230726596;45.492399732;45.492399732, 9.19230726596
VA/1549;VIA FILIPPINO DEGLI ORGANI N. 9 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIA FILIPPINO DEGLI ORGANI;9;3162;1;4;4;9.2176430831;45.4544842453;45.4544842453, 9.2176430831
VA/1550;VIA PONTI ANDREA N. 1 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA PONTI ANDREA;1;5293;1;4;6;9.15592822842;45.4474706951;45.4474706951, 9.15592822842
VA/1553;VIA PASTORELLI GIOVANNI N. 5 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA PASTORELLI GIOVANNI;5;5274;1;4;6;9.1628262791;45.4472760233;45.4472760233, 9.1628262791
VA/1554;PIAZZA BORROMEO N. 5 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;PIAZZA BORROMEO;5;631;1;12;1;9.18275778518;45.4631439669;45.4631439669, 9.18275778518
VA/1555;VIA ORTI N. 12 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA ORTI;12;4031;1;5;1;9.20033530286;45.4549519013;45.4549519013, 9.20033530286
VA/1556;VIA TORTONA N. 72 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA TORTONA;72;5124;1;6;6;9.15906487152;45.4509942017;45.4509942017, 9.15906487152
VA/1566;VIA BUONARROTI MICHELANGELO N. 8 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA BUONARROTI MICHELANGELO;8;6253;1;2;7;9.15550617677;45.4675863973;45.4675863973, 9.15550617677
VA/1567;PIAZZA REPUBBLICA (DELLA) N. 26 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;PIAZZA REPUBBLICA (DELLA);26;1055;1;7;2;9.19881792624;45.4794795099;45.4794795099, 9.19881792624
VA/1568;VIA EUSTACHI BARTOLOMEO N. 20 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA EUSTACHI BARTOLOMEO;20;2165;1;6;3;9.21495468592;45.4754220556;45.4754220556, 9.21495468592
VA/1571;VIA MARTINI SIMONE (DETTO MEMMI) N. 22 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA MARTINI SIMONE (DETTO MEMMI);22;5307;1;4;6;9.15889813414;45.44006064;45.44006064, 9.15889813414
VA/1574;VIA CICCOTTI ETTORE N. 8 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIA CICCOTTI ETTORE;8;1536;1;5;9;9.16513129176;45.5220697983;45.5220697983, 9.16513129176
VA/1576;VIA RENI GUIDO N. 52 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA RENI GUIDO;52;3205;1;2;3;9.22601801332;45.4729481896;45.4729481896, 9.22601801332
VA/1577;VIA FERRARI GAUDENZIO N. 10 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA FERRARI GAUDENZIO;10;5167;1;2;1;9.17594388896;45.4553573906;45.4553573906, 9.17594388896
VA/1578;VIALE LEGIONI ROMANE N. 7 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIALE LEGIONI ROMANE;7;6649;1;4;6;9.1345363828;45.4606247758;45.4606247758, 9.1345363828
VA/2044;VIA VOLTERRA N. 24 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;VIA VOLTERRA;24;6260;1;4;7;9.15401277709;45.4621767242;45.4621767242, 9.15401277709
VA/2072;VIA ALEARDI ALEARDO N. 24 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA ALEARDI ALEARDO;24;7209;1;4;8;9.17294439842;45.4832872805;45.4832872805, 9.17294439842
VA/2087;PIAZZALE CANTORE ANTONIO N. 3 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;PIAZZALE CANTORE ANTONIO;3;5103;1;4;1;9.17443068491;45.4556727833;45.4556727833, 9.17443068491
VA/2089;VIA IMBRIANI (DEGLI) N. 30 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIA IMBRIANI (DEGLI);30;1266;1;6;9;9.16859171495305;45.4998264445358;45.4998264445358, 9.16859171495305
VA/2131;CORSO BUENOS AIRES N. 66 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;CORSO BUENOS AIRES;66;2129;1;4;3;9.21362403678;45.482871287;45.482871287, 9.21362403678
VA/2150;RIPA PORTA TICINESE (DI) N. 101 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;RIPA PORTA TICINESE (DI);101;5150;1;2;6;9.16288124251;45.448796582;45.448796582, 9.16288124251
VA/2172;VIA PONTANO GIOVANNI N. 35 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA PONTANO GIOVANNI;35;2316;1;4;2;9.2254277073;45.4967166699;45.4967166699, 9.2254277073
VA/2177;VIA CRESPI PIETRO N. 17 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA CRESPI PIETRO;17;2296;1;2;2;9.21954603572;45.4930167007;45.4930167007, 9.21954603572
VA/2182;CORSO PORTA TICINESE (DI) N. 87;ATTIVITA RICETTIVE - Case vacanza;CORSO PORTA TICINESE (DI);87;541;1;4;1;9.18081407584;45.4558106758;45.4558106758, 9.18081407584
VA/2183;VIA TADINO ALESSANDRO N. 47 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA TADINO ALESSANDRO;47;2109;1;6;3;9.20985636082;45.4814803297;45.4814803297, 9.20985636082
VA/2184;VIA ANDE (DELLE) N. 6 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA ANDE (DELLE);6;7496;1;2;8;9.12589579163;45.494090175;45.494090175, 9.12589579163
VA/747;Via TORTONA N. 74 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;Via TORTONA;74;5124;3;6;6;9.15836267584;45.4508796369;45.4508796369, 9.15836267584
VA/749;Via SAVONA N. 91 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;Via SAVONA;91;5122;1;4;6;9.15366367839;45.450731757;45.450731757, 9.15366367839
VA/751;Corso PORTA TICINESE (DI) N. 12 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;Corso PORTA TICINESE (DI);12;541;1;2;1;9.18103278595;45.4593931486;45.4593931486, 9.18103278595
VA/765;Via MADERNO CARLO N. 2 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;Via MADERNO CARLO;2;5260;2;4;5;9.17952288055;45.4440850242;45.4440850242, 9.17952288055
VA/770;Piazza VILLAPIZZONE N. 1 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;Piazza VILLAPIZZONE;1;7273;1;2;8;9.14856687953;45.5010655981;45.5010655981, 9.14856687953
VA/606;VIA SIMONETTA CICCO N. 19 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA SIMONETTA CICCO;19;5168;2;2;1;9.17476191132;45.4556026238;45.4556026238, 9.17476191132
VA/607;Via PANTANO N. 8 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;Via PANTANO;8;334;1;3;1;9.19141895618;45.4598352681;45.4598352681, 9.19141895618
VA/610;Corso SEMPIONE N. 88 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;Corso SEMPIONE;88;7137;1;2;8;9.15957357384;45.4860571344;45.4860571344, 9.15957357384
VA/615;VIA PONTIDA N. 2 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA PONTIDA;2;1032;2;5;1;9.18301301619;45.4799422776;45.4799422776, 9.18301301619
VA/618;Via PANTANO N. 2 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;Via PANTANO;2;334;1;3;1;9.19118782496;45.4601438032;45.4601438032, 9.19118782496
VA/620;VIA MERCADANTE SAVERIO N. 12 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA MERCADANTE SAVERIO;12;2232;2;4;3;9.21238066912;45.4835351091;45.4835351091, 9.21238066912
VA/621;Via FRIULI N. 88 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;Via FRIULI;88;3199;1;2;4;9.21670506113;45.4582188431;45.4582188431, 9.21670506113
VA/624;Via MECENATE N. 38 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;Via MECENATE;38;3323;1;4;4;9.2455969699;45.4544148195;45.4544148195, 9.2455969699
VA/626;VIA MACCHI MAURO N. 69 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA MACCHI MAURO;69;2133;2;4;2;9.21021866563;45.4872820209;45.4872820209, 9.21021866563
VA/627;Via SPALLANZANI LAZZARO N. 36A (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;Via SPALLANZANI LAZZARO;36A;2153;1;4;3;9.20948485884;45.4775424529;45.4775424529, 9.20948485884
VA/629;Via MAGOLFA N. 18 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;Via MAGOLFA;18;5159;1;2;6;9.17605924142;45.4506019444;45.4506019444, 9.17605924142
VA/630;VIA GIOIA MELCHIORRE N. 71 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA GIOIA MELCHIORRE;71;1108;4;8;2;9.20055549893;45.48940789;45.48940789, 9.20055549893
VA/631;VIA ILLIRICO N. 3 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA ILLIRICO;3;3245;2;2;3;9.23225251503;45.4697468158;45.4697468158, 9.23225251503
VA/632;Via BITTI ROMOLO N. 10 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;Via BITTI ROMOLO;10;1430;1;3;9;9.20131996973;45.5059714462;45.5059714462, 9.20131996973
VA/635;VIA ROVERETO N. 7VIA RIPAMONTI GIUSEPPE N. 9 (z.d. 5)VIA PASTEUR LUIGI N. 19 (z.d. 2)VIA MANZONI ALESSANDRO N. 39 (z.d. 1)VIA MANZONI ALESSANDRO N. 39 (z.d. 1)VIALE RANZONI DANIELE N. 15A (z.d. 7)VIA FARINI CARLO N. 37 (z.d. 8)VIA GATTAMELATA N. 6VIA CASTEL MORRONE N. 2PIAZZA TRICOLORE (DEL) N. 4VIA CASTEL MORRONE N. 3 (z.d. 3)VIALE LUNIGIANA N. 10 (z.d. 2)VIA CASTEL MORRONE N. 14 (z.d. 3)VIA LORENTEGGIO N. 35 (z.d. 6)VIA CARDINAL FEDERICO N. 1 (z.d. 1)VIA CARDINAL FEDERICO N. 1 (z.d. 1)VIA CIALDINI ENRICO N. 81CORSO PORTA TICINESE (DI) N. 68 (z.d. 1)CORSO PORTA TICINESE (DI) N. 68 (z.d. 1)VIA DISCIPLINI N. 5 (z.d. 1)VIA PIERO DELLA FRANCESCA N. 34 (z.d. 8)PIAZZALE LORETO N. 5 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;;;;22;94;;;;
VA/638;Via PRIMULE (DELLE) N. 5 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;Via PRIMULE (DELLE);5;6716;1;2;6;9.13845124981;45.4513338022;45.4513338022, 9.13845124981
VA/639;Via SAVONA N. 17 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;Via SAVONA;17;5122;1;3;6;9.16770037638;45.4551883083;45.4551883083, 9.16770037638
VA/640;Via ORSOLA (SANT') N. 5 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;Via ORSOLA (SANT');5;649;1;2;1;9.18168417744;45.462858284;45.462858284, 9.18168417744
VA/641;VIA ANDREA (SANT') N. 5 (z.d. 1)VIA FIORI CHIARI N. 34 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;;;;3;12;;;;
VA/642;Via DE PISIS FILIPPO N. 25 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;Via DE PISIS FILIPPO;25;7339;1;4;8;9.14131913615;45.5122189233;45.5122189233, 9.14131913615
VA/648;Via VALASSINA N. 25 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;Via VALASSINA;25;1314;1;3;9;9.18761428778;45.5002948816;45.5002948816, 9.18761428778
VA/693;Piazza ALESSANDRO (SANT') N. 3 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;Piazza ALESSANDRO (SANT');3;530;1;2;1;9.186423057;45.4606375195;45.4606375195, 9.186423057
VA/694;Via TORTONA N. 34 (z.d. 6)Via PASSERONI GIAN CARLO N. 1 (z.d. 5)Via MAIOCCHI ACHILLE N. 8 (z.d. 3)Via FERRERO GUGLIELMO N. 20 (z.d. 6)Via ADIGE N. 9 (z.d. 5)Via NICOLAO (SAN) N. 10 (z.d. 1)Via NICOLAO (SAN) N. 10 (z.d. 1)Via FILZI FABIO N. 11 (z.d. 2)Via LOMELLINA N. 12 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;;;;9;34;;;;
